index,time,normalized_flux,anomaly_score,is_anomaly
0,1712620800.0,-0.4109710385218705,1.1984901428222656,0
1,1714867200.0,-0.3876008200546065,1.1986846923828125,0
2,1715731200.0,-0.42382465867886565,1.1996151208877563,0
3,1715990400.0,-0.3876008200546065,1.2008440494537354,1
4,1716508800.0,-0.32917527388644646,1.2021963596343994,1
5,1716768000.0,-0.23569440001739042,1.2029403448104858,1
6,1717200000.0,-0.24737950925102242,1.2032334804534912,1
7,1717372800.0,-0.42966721329568164,1.2061527967453003,1
8,1718668800.0,0.9550182308897108,1.208642840385437,1
9,1719532800.0,-0.3876008200546065,1.2106517553329468,1
10,1720742400.0,-0.23569440001739042,1.2122031450271606,1
11,1720828800.0,1.2132591449529782,1.2132912874221802,1
12,1721433600.0,5.4198984690605,1.2143501043319702,1
13,1722297600.0,-0.42849870237231846,1.1942603588104248,0
14,1724112000.0,-0.31749016465281443,1.1762902736663818,0
15,1724544000.0,-0.43200423514240804,1.1604691743850708,0
16,1725408000.0,-0.30580505541918246,1.1465827226638794,0
17,1725580800.0,-0.4507004099162193,1.1329193115234375,0
18,1727049600.0,-0.32917527388644646,1.1207505464553833,0
19,1727481600.0,-0.16558374461559838,1.1098893880844116,0
20,1728086400.0,-0.42849870237231846,1.0998951196670532,0
21,1729555200.0,-0.3642306015873425,1.0909651517868042,0
22,1731196800.0,-0.32917527388644646,1.0827313661575317,0
23,1732838400.0,-0.20648162693331043,1.0752443075180054,0
24,1733011200.0,-0.09547308921380636,1.0683677196502686,0
25,1734652800.0,3.433429899343059,1.0620015859603882,0
26,1735344000.0,-0.4109710385218705,1.0540685653686523,0
27,1736467200.0,-0.42849870237231846,1.046757698059082,0
28,1736553600.0,-0.4226561477555025,1.0399339199066162,0
29,1738454400.0,-0.3876008200546065,1.0336664915084839,0
30,1738800000.0,-0.4542059426863089,1.0336664915084839,0
31,1738886400.0,-0.43901530068258726,1.0336664915084839,0
32,1739318400.0,-0.3876008200546065,1.0279829502105713,0
33,1740182400.0,-0.18895396308286241,1.0218794345855713,0
34,1741824000.0,1.5638124219619385,1.0152276754379272,0
35,1742256000.0,-0.15389863538196638,1.0079467296600342,0
36,1742515200.0,-0.3876008200546065,0.9999604821205139,0
37,1742774400.0,-0.3525454923537105,0.9913479685783386,0
38,1743033600.0,2.2649189759798585,0.982059121131897,0
39,1743206400.0,-0.31749016465281443,0.9709441661834717,0
40,1744070400.0,-0.4507004099162193,0.9586764574050903,0
41,1745193600.0,-0.4436893443760401,0.9451738595962524,0
42,1745798400.0,-0.3992859292882385,0.9303030967712402,0
43,1748649600.0,0.629003683271378,0.9139164686203003,0
44,1750464000.0,-0.4226561477555025,0.8954964280128479,0
45,1750896000.0,0.47709726323416185,0.8931466937065125,0
46,1752192000.0,-0.4109710385218705,0.8910425305366516,0
47,1754956800.0,-0.3642306015873425,0.8887489438056946,0
48,1755561600.0,1.3301102372892983,0.8860064744949341,0
49,1757289600.0,-0.3992859292882385,0.8847870826721191,0
50,1757376000.0,-0.025362433812014338,0.8832483887672424,0
51,1757462400.0,-0.4249931696022289,0.8812205195426941,0
52,1757721600.0,0.021378003122513655,0.8791329860687256,0
53,1760918400.0,-0.4542059426863089,0.8760951161384583,0
54,1762819200.0,-0.2123241815501264,0.8724532127380371,0
55,1763164800.0,-0.16558374461559838,0.8673549294471741,0
56,1765843200.0,-0.20063907231649444,0.8601600527763367,0
57,1769731200.0,-0.3992859292882385,0.8494876027107239,0
58,1769817600.0,-0.31749016465281443,0.850046694278717,0
59,1770681600.0,-0.4507004099162193,0.8503886461257935,0
60,1773705600.0,-0.10715819844743837,0.8519089818000793,0
